 alpha_m, ax_racetraj_mps2, kappa_racetraj_radpm, psi_racetraj_rad, s_racetraj_m, vx_racetraj_mps, width_left_m, width_right_m, x_normvec_m, y_normvec_m, y_ref_m,delta_s,x_bound_l,x_bound_r,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_raceline
0.374765,3.31289,-0.0169934,-1.56946,15.6525,9.95442,0.817587,0.782413,0.000914,-1,-0.177559,0.051561,-3.05796,-3.0565,-3.05687,-3.05722,0.640027,-0.959972,-0.552325
0.374785,3.30625,-0.0172508,-1.57032,15.7041,9.97104,0.817498,0.782502,0.0015565,-0.999999,-0.177496,0.0515266,-3.00717,-3.00468,-3.00531,-3.0059,0.640001,-0.959997,-0.552281
0.374884,3.29962,-0.0175094,-1.57118,15.7556,9.98761,0.81741,0.78259,0.0022108,-0.999998,-0.177399,0.051492,-2.95642,-2.95288,-2.95379,-2.95462,0.640009,-0.959987,-0.552283
0.375064,3.293,-0.0177675,-1.57207,15.8071,10.0041,0.817312,0.782688,0.0028768,-0.999996,-0.177269,0.0514572,-2.90572,-2.90112,-2.90229,-2.90337,0.640039,-0.959954,-0.552331
0.375325,3.2864,-0.0180311,-1.57296,15.8585,10.0206,0.817333,0.782667,0.0035548,-0.999994,-0.177105,0.0514222,-2.85508,-2.84939,-2.85084,-2.85217,0.640223,-0.959767,-0.552427
0.375669,3.27981,-0.018279,-1.57387,15.9099,10.0369,0.81693,0.78307,0.0042443,-0.999991,-0.176905,0.0513876,-2.80448,-2.79769,-2.79942,-2.80101,0.640018,-0.959968,-0.552571
0.376097,3.27323,-0.0185801,-1.57479,15.9613,10.0533,0.816719,0.783281,0.0049468,-0.999988,-0.17667,0.0513504,-2.75393,-2.74601,-2.74803,-2.74989,0.640038,-0.959942,-0.552762
0.37661,3.26667,-0.0186956,-1.57572,16.0127,10.0695,0.816401,0.783599,0.0056562,-0.999984,-0.176399,0.0513078,-2.70343,-2.69438,-2.69668,-2.69881,0.639988,-0.959986,-0.553003
0.377208,3.26012,-0.018509,-1.57666,16.064,10.0857,0.816119,0.783881,0.0063564,-0.99998,-0.176093,0.051264,-2.65296,-2.64279,-2.64537,-2.64777,0.64001,-0.959958,-0.553293
0.377889,3.25358,-0.0182714,-1.57757,16.1153,10.1019,0.815759,0.784241,0.0070408,-0.999975,-0.175751,0.0512216,-2.60251,-2.59125,-2.59411,-2.59677,0.639988,-0.959972,-0.553631
0.378652,3.24706,-0.0180393,-1.57848,16.1665,10.118,0.815381,0.784619,0.0077106,-0.99997,-0.175375,0.0511804,-2.55209,-2.53976,-2.54289,-2.54581,0.639982,-0.95997,-0.554016
0.379496,3.24054,-0.0178029,-1.57938,16.2177,10.134,0.815025,0.784975,0.0083654,-0.999965,-0.174966,0.0511403,-2.5017,-2.48832,-2.49171,-2.49488,0.640031,-0.959913,-0.554448
0.380418,3.23405,-0.0175646,-1.58026,16.2688,10.15,0.81453,0.78547,0.0090052,-0.99996,-0.174524,0.0511014,-2.45133,-2.43692,-2.44057,-2.444,0.639974,-0.959962,-0.554926
0.381418,3.22756,-0.017324,-1.58113,16.3199,10.1659,0.814067,0.785933,0.00963,-0.999954,-0.17405,0.0510635,-2.40099,-2.38558,-2.38947,-2.39315,0.639979,-0.959947,-0.55545
0.382493,3.22109,-0.0170812,-1.582,16.371,10.1818,0.813555,0.786445,0.0102396,-0.999948,-0.173545,0.0510268,-2.35066,-2.33428,-2.33841,-2.34233,0.639967,-0.959949,-0.556018
0.383642,3.21463,-0.0168363,-1.58284,16.422,10.1976,0.813026,0.786974,0.010834,-0.999941,-0.17301,0.0509911,-2.30035,-2.28302,-2.28739,-2.29155,0.639968,-0.959938,-0.55663
0.384865,3.20818,-0.0165894,-1.58368,16.473,10.2133,0.812513,0.787487,0.0114132,-0.999935,-0.172445,0.0509565,-2.25007,-2.23181,-2.2364,-2.24079,0.640015,-0.959881,-0.557285
0.386158,3.20175,-0.0163406,-1.5845,16.5239,10.229,0.811867,0.788133,0.011977,-0.999928,-0.171852,0.050923,-2.1998,-2.18064,-2.18545,-2.19008,0.639957,-0.959928,-0.557982
0.38752,3.18892,-0.0158372,-1.58611,16.5749,10.2602,0.811295,0.788705,0.0125254,-0.999922,-0.171231,0.0508906,-2.14955,-2.12951,-2.13453,-2.13939,0.640001,-0.959874,-0.558721
0.388951,3.18253,-0.0155829,-1.5869,16.6258,10.2758,0.810588,0.789412,0.0130584,-0.999915,-0.170583,0.0508591,-2.09931,-2.07842,-2.08365,-2.08873,0.639936,-0.959928,-0.5595
0.390448,3.17614,-0.0153268,-1.58767,16.6766,10.2912,0.80992,0.79008,0.0135758,-0.999908,-0.169908,0.0508288,-2.04909,-2.02737,-2.0328,-2.0381,0.639937,-0.959916,-0.56032
0.39201,3.16977,-0.0150691,-1.58843,16.7274,10.3067,0.809227,0.790773,0.0140777,-0.999901,-0.169208,0.0507994,-1.99889,-1.97636,-1.98197,-1.98749,0.639939,-0.959903,-0.56118
0.393635,3.16342,-0.0148099,-1.58918,16.7782,10.322,0.808512,0.791488,0.0145639,-0.999894,-0.168484,0.050771,-1.94869,-1.92539,-1.93118,-1.93692,0.639942,-0.959888,-0.562078
0.395322,3.15707,-0.0145492,-1.58991,16.829,10.3373,0.807774,0.792226,0.0150344,-0.999887,-0.167736,0.0507437,-1.89851,-1.87445,-1.88042,-1.88636,0.639947,-0.959872,-0.563013
0.39707,3.15074,-0.014287,-1.59063,16.8798,10.3526,0.807015,0.792985,0.0154893,-0.99988,-0.166964,0.0507173,-1.84834,-1.82355,-1.82969,-1.83584,0.639954,-0.959854,-0.563987
0.398876,3.14443,-0.0140235,-1.59134,16.9305,10.3678,0.806226,0.793774,0.0159283,-0.999873,-0.166171,0.050692,-1.79817,-1.77269,-1.77898,-1.78533,0.639953,-0.959844,-0.564996
0.40074,3.13812,-0.0137586,-1.59203,16.9812,10.383,0.805398,0.794602,0.0163515,-0.999866,-0.165356,0.0506676,-1.74802,-1.72186,-1.7283,-1.73485,0.639935,-0.959851,-0.566042
0.402659,3.13183,-0.0134925,-1.59271,17.0318,10.3981,0.804568,0.795432,0.0167588,-0.99986,-0.16452,0.0506441,-1.69787,-1.67106,-1.67764,-1.68439,0.639935,-0.959841,-0.567122
0.404632,3.12555,-0.0132252,-1.59338,17.0825,10.4131,0.803723,0.796277,0.0171502,-0.999853,-0.163665,0.0506216,-1.64773,-1.62029,-1.62701,-1.63395,0.639939,-0.959825,-0.568237
0.406658,3.11928,-0.0129569,-1.59404,17.1331,10.4281,0.802867,0.797133,0.0175257,-0.999846,-0.162791,0.0506001,-1.5976,-1.56956,-1.5764,-1.58353,0.639953,-0.959801,-0.569386
0.408735,3.11302,-0.0126874,-1.59468,17.1837,10.443,0.801963,0.798037,0.0178852,-0.99984,-0.161898,0.0505796,-1.54747,-1.51885,-1.52581,-1.53313,0.639936,-0.959808,-0.570567
0.410861,3.10678,-0.0124169,-1.59531,17.2343,10.4579,0.800999,0.799001,0.0182286,-0.999834,-0.160988,0.0505598,-1.49734,-1.46817,-1.47525,-1.48274,0.639878,-0.959856,-0.571781
0.413036,3.10055,-0.0121456,-1.59592,17.2848,10.4728,0.80007,0.79993,0.0185559,-0.999828,-0.160061,0.0505411,-1.44722,-1.41753,-1.42471,-1.43237,0.639871,-0.959853,-0.573026
0.415257,3.09433,-0.0118733,-1.59652,17.3354,10.4876,0.79911,0.80089,0.0188672,-0.999822,-0.159119,0.0505233,-1.39709,-1.3669,-1.37418,-1.38202,0.639848,-0.959867,-0.574302
0.417523,3.08813,-0.0116002,-1.59711,17.3859,10.5023,0.798112,0.801888,0.0191623,-0.999816,-0.158161,0.0505064,-1.34697,-1.31631,-1.32367,-1.33167,0.639804,-0.959902,-0.575608
0.419833,3.08194,-0.0113263,-1.59768,17.4364,10.517,0.797074,0.802926,0.0194412,-0.999811,-0.15719,0.0504904,-1.29684,-1.26574,-1.27319,-1.28135,0.639734,-0.959964,-0.576943
0.422185,3.07575,-0.0110517,-1.59824,17.4869,10.5317,0.796111,0.803889,0.0197039,-0.999806,-0.156205,0.0504753,-1.24672,-1.21519,-1.22271,-1.23103,0.639751,-0.959938,-0.578307
0.424577,3.06959,-0.0107765,-1.59879,17.5374,10.5462,0.795125,0.804875,0.0199505,-0.999801,-0.155207,0.050461,-1.19659,-1.16467,-1.17226,-1.18073,0.63976,-0.959922,-0.579699
0.427008,3.06343,-0.0105007,-1.59932,17.5878,10.5608,0.794124,0.805876,0.0201807,-0.999796,-0.154198,0.0504478,-1.14646,-1.11417,-1.12182,-1.13043,0.639764,-0.95991,-0.581118
0.429476,3.05729,-0.0102243,-1.59984,17.6383,10.5753,0.793109,0.806891,0.0203947,-0.999792,-0.153177,0.0504352,-1.09632,-1.06369,-1.07139,-1.08015,0.639767,-0.959901,-0.582564
0.43198,3.05116,-0.0099474,-1.60034,17.6887,10.5897,0.792082,0.807918,0.0205924,-0.999788,-0.152146,0.0504237,-1.04618,-1.01323,-1.02098,-1.02987,0.639768,-0.959893,-0.584035
0.434519,3.04504,-0.0096701,-1.60083,17.7391,10.6041,0.79106,0.80894,0.0207738,-0.999784,-0.151106,0.050413,-0.996034,-0.962796,-0.970574,-0.9796,0.639783,-0.959871,-0.585532
0.437091,3.03893,-0.0093925,-1.60131,17.7896,10.6185,0.790036,0.809964,0.0209388,-0.999781,-0.150058,0.0504032,-0.945879,-0.912376,-0.920184,-0.929336,0.639805,-0.959844,-0.587053
0.439694,3.03284,-0.0091145,-1.60177,17.84,10.6328,0.788983,0.811017,0.0210875,-0.999778,-0.149001,0.0503941,-0.895714,-0.861974,-0.869804,-0.879077,0.639806,-0.959838,-0.588597
0.442326,3.02676,-0.0088362,-1.60222,17.8904,10.647,0.787907,0.812093,0.0212199,-0.999775,-0.147938,0.050386,-0.84554,-0.811588,-0.819435,-0.828821,0.639792,-0.959848,-0.590165
0.444988,3.02069,-0.0085577,-1.60265,17.9407,10.6612,0.786819,0.813181,0.0213359,-0.999772,-0.146868,0.0503788,-0.795355,-0.761218,-0.769074,-0.778568,0.639772,-0.959864,-0.591755
0.447676,3.01463,-0.008279,-1.60307,17.9911,10.6754,0.785748,0.814252,0.0214355,-0.99977,-0.145793,0.0503723,-0.74516,-0.710863,-0.718721,-0.728317,0.639774,-0.959859,-0.593366
0.450389,3.00858,-0.0080002,-1.60348,18.0415,10.6895,0.784671,0.815329,0.0215187,-0.999768,-0.144714,0.0503668,-0.694952,-0.660522,-0.668375,-0.678067,0.639776,-0.959854,-0.594999
0.453126,3.00255,-0.0077213,-1.60387,18.0919,10.7036,0.783592,0.816408,0.0215856,-0.999767,-0.143631,0.050362,-0.64473,-0.610194,-0.618035,-0.627816,0.639779,-0.959849,-0.596651
0.455886,2.99653,-0.0074424,-1.60425,18.1422,10.7176,0.782509,0.817491,0.021636,-0.999766,-0.142544,0.0503582,-0.594495,-0.559877,-0.567701,-0.577565,0.639782,-0.959844,-0.598323
0.458666,2.99052,-0.0071635,-1.60462,18.1926,10.7315,0.781425,0.818575,0.0216701,-0.999765,-0.141456,0.050355,-0.544244,-0.509572,-0.517371,-0.527311,0.639786,-0.959839,-0.600015
0.461466,2.98452,-0.0068847,-1.60497,18.2429,10.7455,0.780339,0.819661,0.0216877,-0.999765,-0.140366,0.0503529,-0.493977,-0.459277,-0.467045,-0.477053,0.63979,-0.959834,-0.601724
0.464284,2.97854,-0.0066061,-1.60531,18.2933,10.7593,0.779255,0.820745,0.021689,-0.999765,-0.139275,0.0503515,-0.443693,-0.408991,-0.416722,-0.426792,0.639796,-0.959827,-0.60345
0.467118,2.97257,-0.0063276,-1.60563,18.3436,10.7732,0.778169,0.821831,0.0216739,-0.999765,-0.138185,0.050351,-0.393391,-0.358713,-0.366401,-0.376525,0.639801,-0.959823,-0.605194
0.469967,2.96661,-0.0060493,-1.60594,18.394,10.787,0.777078,0.822922,0.0216424,-0.999766,-0.137096,0.0503512,-0.343069,-0.308442,-0.31608,-0.326252,0.639799,-0.959826,-0.606953
0.47283,2.96066,-0.0057713,-1.60623,18.4443,10.8007,0.775994,0.824006,0.0215946,-0.999767,-0.136009,0.0503524,-0.292728,-0.258177,-0.26576,-0.275971,0.639804,-0.959823,-0.608728
0.475704,2.95472,-0.0054936,-1.60652,18.4947,10.8144,0.774869,0.825131,0.0215304,-0.999768,-0.134924,0.0503543,-0.242365,-0.207917,-0.21544,-0.225682,0.639765,-0.959864,-0.610518
0.478589,2.94879,-0.0052163,-1.60678,18.545,10.8281,0.773794,0.826206,0.0214498,-0.99977,-0.133843,0.0503572,-0.191981,-0.157662,-0.165118,-0.175383,0.639773,-0.959859,-0.612322
0.481482,2.94288,-0.0049394,-1.60704,18.5954,10.8417,0.77273,0.82727,0.0213529,-0.999772,-0.132766,0.0503607,-0.141575,-0.10741,-0.114794,-0.125075,0.639788,-0.959847,-0.614139
0.484384,2.93698,-0.004663,-1.60728,18.6458,10.8552,0.771662,0.828338,0.0212397,-0.999774,-0.131694,0.0503652,-0.0911441,-0.0571606,-0.064466,-0.0747542,0.639794,-0.959845,-0.615969
0.487291,2.93109,-0.004387,-1.6075,18.6961,10.8687,0.770628,0.829372,0.0211102,-0.999777,-0.130628,0.0503705,-0.0406894,-0.0069131,-0.0141345,-0.0244213,0.639829,-0.959815,-0.61781
0.490203,2.92521,-0.0041117,-1.60772,18.7465,10.8822,0.769567,0.830433,0.0209644,-0.99978,-0.129569,0.0503767,0.00979159,0.0433346,0.0362019,0.0259251,0.639829,-0.959819,-0.619664
0.493118,2.91935,-0.0038369,-1.60792,18.7969,10.8957,0.768506,0.831493,0.0208024,-0.999784,-0.128517,0.0503836,0.0602992,0.0935831,0.086544,0.076286,0.639824,-0.95983,-0.621528
0.496034,2.91349,-0.0035628,-1.6081,18.8473,10.909,0.767457,0.832543,0.0206241,-0.999787,-0.127473,0.0503914,0.110834,0.143833,0.136893,0.126663,0.639821,-0.959839,-0.623402
0.498951,2.90765,-0.0032894,-1.60827,18.8977,10.9224,0.76643,0.83357,0.0204296,-0.999791,-0.126438,0.0504001,0.161398,0.194085,0.187249,0.177056,0.639832,-0.959834,-0.625285
0.501866,2.90182,-0.0030167,-1.60843,18.9481,10.9357,0.765383,0.834617,0.020219,-0.999796,-0.125413,0.0504096,0.211991,0.244341,0.237614,0.227466,0.639813,-0.95986,-0.627177
0.504779,2.896,-0.0027449,-1.60857,18.9985,10.9489,0.764377,0.835623,0.0199922,-0.9998,-0.124399,0.0504199,0.262614,0.294602,0.287987,0.277896,0.639826,-0.959855,-0.629077
0.507687,2.89019,-0.0024739,-1.6087,19.0489,10.9622,0.763386,0.836614,0.0197493,-0.999805,-0.123396,0.0504311,0.313268,0.344867,0.338371,0.328345,0.639841,-0.959847,-0.630985
0.51059,2.8844,-0.0022037,-1.60882,19.0993,10.9753,0.762391,0.837609,0.0194903,-0.99981,-0.122406,0.0504431,0.363955,0.39514,0.388766,0.378814,0.63984,-0.959856,-0.632899
0.513485,2.87861,-0.0019345,-1.60892,19.1498,10.9885,0.761423,0.838577,0.0192152,-0.999815,-0.121428,0.050456,0.414675,0.445419,0.439172,0.429306,0.639854,-0.959851,-0.634819
0.516372,2.87284,-0.0016664,-1.60901,19.2002,11.0016,0.760445,0.839555,0.0189242,-0.999821,-0.120465,0.0504698,0.465429,0.495708,0.489592,0.47982,0.639844,-0.95987,-0.636745
0.519249,2.86708,-0.0013992,-1.60909,19.2507,11.0146,0.759501,0.840499,0.0186171,-0.999827,-0.119516,0.0504844,0.516218,0.546005,0.540025,0.530358,0.639853,-0.95987,-0.638675
0.522114,2.86133,-0.0011331,-1.60915,19.3012,11.0276,0.759572,0.842413,0.0182942,-0.999833,-0.118583,0.0504999,0.567025,0.596332,0.590472,0.58092,0.640862,-0.960855,-0.64061
0.524967,2.85559,-0.0008682,-1.6092,19.3517,11.0406,0.758185,0.842907,0.0179553,-0.999839,-0.117666,0.0505163,0.617895,0.646643,0.640935,0.631509,0.640397,-0.960437,-0.642548
0.527805,2.84986,-0.0006044,-1.60924,19.4022,11.0535,0.75675,0.84325,0.0176006,-0.999845,-0.116765,0.0505335,0.668805,0.696966,0.691414,0.682124,0.639868,-0.959884,-0.644488
0.530627,2.84415,-0.0003419,-1.60926,19.4527,11.0664,0.755881,0.844119,0.0172301,-0.999852,-0.115883,0.0505517,0.719743,0.747311,0.74191,0.732767,0.639886,-0.959877,-0.646431
0.533432,2.83845,-8.07e-05,-1.60928,19.5033,11.0792,0.756112,0.84612,0.0168439,-0.999858,-0.11502,0.0505706,0.770703,0.797691,0.792424,0.783439,0.640985,-0.96102,-0.648376
0.536218,2.83275,0.0001792,-1.60927,19.5538,11.092,0.758903,0.85058,0.016442,-0.999865,-0.114176,0.0505906,0.821663,0.848126,0.842957,0.834141,0.644625,-0.96464,-0.650321
0.538984,2.82707,0.0004377,-1.60926,19.6044,11.1048,0.756347,0.849644,0.0160244,-0.999872,-0.113352,0.0506113,0.872753,0.898488,0.89351,0.884873,0.642898,-0.962887,-0.652267
0.541729,2.8214,0.0006948,-1.60923,19.655,11.1175,0.752961,0.847888,0.0155912,-0.999878,-0.112549,0.0506331,0.923899,0.948858,0.944084,0.935638,0.64032,-0.960334,-0.654212
0.54445,2.81575,0.0009504,-1.60919,19.7057,11.1302,0.751718,0.848282,0.0151425,-0.999885,-0.111769,0.0506557,0.975053,0.999281,0.99468,0.986436,0.639863,-0.959953,-0.656157
0.547148,2.8101,0.0012044,-1.60913,19.7563,11.1428,0.750997,0.849003,0.0146783,-0.999892,-0.111011,0.0506793,1.02624,1.04973,1.0453,1.03727,0.639905,-0.959922,-0.658099
0.549819,2.80447,0.0014569,-1.60907,19.807,11.1554,0.750275,0.849725,0.0141987,-0.999899,-0.110276,0.0507037,1.07748,1.1002,1.09594,1.08813,0.639923,-0.959916,-0.660039
0.552463,2.79884,0.0017077,-1.60899,19.8577,11.168,0.750841,0.851747,0.0137037,-0.999906,-0.109566,0.0507291,1.12875,1.15071,1.14661,1.13904,0.641205,-0.961233,-0.661977
0.555079,2.79323,0.0019568,-1.6089,19.9084,11.1805,0.754322,0.856668,0.0131934,-0.999913,-0.108881,0.0507555,1.18002,1.20128,1.1973,1.18998,0.645375,-0.965474,-0.663911
0.557664,2.78763,0.0022042,-1.60879,19.9592,11.193,0.760724,0.864303,0.0126679,-0.99992,-0.108221,0.0507827,1.23132,1.2519,1.24802,1.24095,0.652442,-0.972455,-0.665841
0.560218,2.78204,0.0024498,-1.60868,20.01,11.2055,0.754994,0.859816,0.0121272,-0.999927,-0.107589,0.0508111,1.28281,1.3024,1.29876,1.29197,0.64735,-0.967341,-0.667766
0.562739,2.77646,0.0026935,-1.60855,20.0608,11.2179,0.749121,0.855172,0.0115714,-0.999933,-0.106984,0.0508402,1.33436,1.35292,1.34954,1.34303,0.642087,-0.962098,-0.669685
0.565226,2.77089,0.0029354,-1.60841,20.1116,11.2302,0.746506,0.853753,0.0110006,-0.999939,-0.106407,0.0508704,1.38591,1.40352,1.40034,1.39413,0.640054,-0.960108,-0.671599
0.567678,2.76533,0.0031753,-1.60825,20.1625,11.2426,0.74726,0.855575,0.0104148,-0.999946,-0.105859,0.0509016,1.43748,1.45418,1.45118,1.44527,0.641361,-0.961388,-0.673506
0.570092,2.75979,0.0034131,-1.60809,20.2134,11.2549,0.751145,0.86047,0.0098141,-0.999952,-0.105341,0.0509337,1.48908,1.50489,1.50204,1.49645,0.645767,-0.96577,-0.675406
0.572468,2.75425,0.0036489,-1.60791,20.2643,11.2671,0.746675,0.856966,0.0091986,-0.999958,-0.104854,0.0509669,1.54081,1.55556,1.55294,1.54768,0.641789,-0.961783,-0.677298
0.574804,2.74873,0.0038826,-1.60772,20.3153,11.2793,0.744413,0.85562,0.0085684,-0.999963,-0.104399,0.0510011,1.59257,1.60628,1.60387,1.59895,0.639987,-0.959988,-0.679182
0.577099,2.74322,0.0041141,-1.60752,20.3663,11.2915,0.74569,0.85776,0.0079235,-0.999969,-0.103975,0.0510362,1.64436,1.65707,1.65484,1.65027,0.641691,-0.961708,-0.681056
0.579351,2.73772,0.0043434,-1.60731,20.4173,11.3036,0.750261,0.863134,0.007264,-0.999974,-0.103585,0.0510724,1.69619,1.70791,1.70584,1.70164,0.646656,-0.966697,-0.682921
0.58156,2.73223,0.0045705,-1.60709,20.4684,11.3158,0.757096,0.870704,0.00659,-0.999978,-0.103229,0.0511097,1.74806,1.75879,1.75688,1.75305,0.653851,-0.973914,-0.684776
0.583723,2.72675,0.0047951,-1.60686,20.5195,11.3278,0.756334,0.870561,0.0059015,-0.999983,-0.102908,0.051148,1.80005,1.80965,1.80796,1.80451,0.653414,-0.973453,-0.68662
0.585839,2.72128,0.0050174,-1.60661,20.5707,11.3398,0.748368,0.863148,0.0051988,-0.999987,-0.102622,0.0511873,1.85214,1.86052,1.85907,1.85603,0.645736,-0.965758,-0.688453
0.587907,2.71582,0.0052373,-1.60635,20.6219,11.3518,0.743753,0.85902,0.0044818,-0.99999,-0.102372,0.0512277,1.90426,1.91144,1.91023,1.90759,0.641374,-0.961384,-0.690273
0.589926,2.71038,0.0054547,-1.60609,20.6731,11.3638,0.742431,0.858115,0.0037506,-0.999993,-0.102159,0.0512692,1.95643,1.96243,1.96142,1.95921,0.640266,-0.960269,-0.692081
0.591894,2.70494,0.0056695,-1.60581,20.7244,11.3757,0.744542,0.860571,0.0030053,-0.999996,-0.101985,0.0513117,2.00865,2.01347,2.01266,2.01088,0.642554,-0.962552,-0.693876
0.59381,2.69411,0.0060913,-1.60522,20.7757,11.3994,0.748051,0.864349,0.002246,-0.999997,-0.101849,0.0513555,2.06093,2.06455,2.06394,2.06261,0.6462,-0.966196,-0.695658
0.595673,2.6887,0.0062981,-1.60491,20.827,11.4113,0.746656,0.863144,0.0014729,-0.999999,-0.101753,0.0514002,2.11329,2.11566,2.11527,2.11439,0.644903,-0.964896,-0.697425
0.597481,2.68331,0.0065022,-1.60459,20.8784,11.423,0.742788,0.859388,0.0006859,-1,-0.101697,0.0514461,2.16572,2.16682,2.16664,2.16623,0.641092,-0.961084,-0.699177
0.599232,2.67793,0.0067035,-1.60426,20.9299,11.4348,0.742257,0.858886,-0.0001148,-1,-0.101682,0.0514932,2.21821,2.21803,2.21806,2.21812,0.640575,-0.960568,-0.700914
0.600926,2.67256,0.006902,-1.60392,20.9814,11.4465,0.742681,0.859256,-0.0009291,-1,-0.101709,0.0515413,2.27077,2.26928,2.26952,2.27008,0.640972,-0.960965,-0.702635
0.602561,2.6672,0.0070975,-1.60357,21.0329,11.4581,0.742472,0.85891,-0.001757,-0.999999,-0.101779,0.0515906,2.3234,2.32058,2.32103,2.32209,0.640692,-0.960687,-0.704339
0.604136,2.66185,0.00729,-1.60321,21.0845,11.4698,0.74565,0.861865,-0.0025983,-0.999997,-0.101892,0.0516411,2.3761,2.37193,2.3726,2.37417,0.643756,-0.963754,-0.706026
0.60565,2.65651,0.0074795,-1.60284,21.1361,11.4814,0.745917,0.861824,-0.0034529,-0.999994,-0.10205,0.0516928,2.42888,2.42333,2.42421,2.4263,0.643863,-0.963869,-0.707696
0.607101,2.65119,0.007666,-1.60246,21.1878,11.4929,0.742973,0.858488,-0.0043207,-0.999991,-0.102252,0.0517456,2.48171,2.47479,2.47588,2.4785,0.640713,-0.960732,-0.709347
0.608487,2.64587,0.0078494,-1.60208,21.2396,11.5045,0.74341,0.858449,-0.0052017,-0.999987,-0.102501,0.0517996,2.53463,2.5263,2.5276,2.53076,0.640899,-0.960939,-0.71098
0.609808,2.64056,0.0080296,-1.60168,21.2914,11.516,0.747204,0.861684,-0.0060957,-0.999981,-0.102797,0.051855,2.58764,2.57784,2.57937,2.58309,0.644393,-0.964465,-0.712594
0.611063,2.63527,0.0082065,-1.60127,21.3432,11.5274,0.75483,0.868594,-0.0070026,-0.999976,-0.10314,0.0519114,2.64077,2.6294,2.6312,2.63548,0.651672,-0.971713,-0.714188
0.612249,2.62998,0.0083803,-1.60086,21.3951,11.5388,0.757427,0.870373,-0.0079223,-0.999969,-0.103531,0.0519691,2.69394,2.68104,2.68309,2.68794,0.653872,-0.973877,-0.715761
0.613366,2.62471,0.0085507,-1.60043,21.4471,11.5502,0.751601,0.863652,-0.0088548,-0.999961,-0.103972,0.0520281,2.74712,2.73282,2.73503,2.74047,0.647599,-0.96759,-0.717314
0.614412,2.61945,0.0087178,-1.6,21.4991,11.5616,0.746743,0.857817,-0.0097998,-0.999952,-0.104462,0.0520882,2.80038,2.78465,2.78704,2.79306,0.642244,-0.962238,-0.718845
0.615386,2.61419,0.0088814,-1.59956,21.5512,11.5729,0.745168,0.855185,-0.0107574,-0.999942,-0.105004,0.0521498,2.85374,2.83653,2.83911,2.84573,0.640121,-0.960139,-0.720355
0.616287,2.60895,0.0090416,-1.59912,21.6034,11.5842,0.745557,0.854443,-0.0117273,-0.999931,-0.105597,0.0522126,2.90721,2.88844,2.89124,2.89846,0.639909,-0.959981,-0.721842
0.617114,2.60372,0.0091983,-1.59866,21.6556,11.5955,0.748059,0.855602,-0.0127095,-0.999919,-0.106242,0.0522766,2.96078,2.9404,2.94343,2.95127,0.641757,-0.961775,-0.723306
0.617865,2.5985,0.0093515,-1.5982,21.7079,11.6067,0.752737,0.858855,-0.0137039,-0.999906,-0.10694,0.0523421,3.01447,2.99238,2.99568,3.00415,0.645726,-0.965715,-0.724747
0.618538,2.59329,0.0095011,-1.59772,21.7602,11.6179,0.749087,0.853712,-0.0147103,-0.999892,-0.107693,0.0524087,3.06812,3.04455,3.04801,3.05711,0.641313,-0.961312,-0.726164
0.619134,2.58809,0.0096471,-1.59725,21.8126,11.629,0.748725,0.851798,-0.0157287,-0.999876,-0.1085,0.0524767,3.12191,3.09674,3.1004,3.11014,0.640132,-0.960192,-0.727557
0.619649,0.287576,0.0097895,-1.59676,21.8651,11.6401,0.750547,0.851949,-0.0167589,-0.99986,-0.109362,0.0525462,3.17582,3.14896,3.15286,3.16324,0.64108,-0.961192,-0.728925
0.620084,-13.3406,0.0099282,-1.59627,21.9176,11.6414,0.750803,0.850237,-0.0178008,-0.999842,-0.110282,0.0526168,3.22979,3.20129,3.20538,3.21642,0.640403,-0.960384,-0.730267
0.620436,-13.3098,0.0100632,-1.59577,21.9703,11.5839,0.752835,0.850365,-0.0188543,-0.999822,-0.111258,0.052689,3.28388,3.25365,3.25799,3.26968,0.641443,-0.961472,-0.731584
0.620706,-13.28,0.0101945,-1.59526,22.0229,11.5263,0.753159,0.848636,-0.0199192,-0.999802,-0.112292,0.0527625,3.33802,3.30612,3.31066,3.32302,0.640718,-0.960759,-0.732874
0.62089,-13.2228,0.0104457,-1.59423,22.0757,11.4107,0.753386,0.846614,-0.0209956,-0.99978,-0.113385,0.0528374,3.39226,3.35867,3.36341,3.37644,0.639835,-0.959813,-0.734138
0.620989,-13.1955,0.0105656,-1.5937,22.1285,11.3526,0.755406,0.846399,-0.0220831,-0.999756,-0.114538,0.0529136,3.44662,3.41125,3.41623,3.42994,0.640684,-0.96073,-0.735375
0.621,-13.169,0.0106816,-1.59317,22.1815,11.2943,0.760367,0.848904,-0.0231818,-0.999731,-0.115751,0.0529914,3.50115,3.46385,3.46913,3.48352,0.644412,-0.964426,-0.736584
0.620923,-13.1433,0.0107938,-1.59263,22.2344,11.2359,0.768821,0.854789,-0.0242915,-0.999705,-0.117025,0.0530705,3.55587,3.51643,3.52211,3.53719,0.651569,-0.971561,-0.737765
0.620757,-13.1184,0.010902,-1.59209,22.2875,11.1772,0.772175,0.855625,-0.025412,-0.999677,-0.118361,0.0531511,3.61056,3.5692,3.57516,3.59094,0.653565,-0.973709,-0.738917
